OrderCode,Description,LongDescription,RRP_EXGST,RRP_INCGST,Website_URL,Image_URL,Diagram_URL,Datasheet_URL,BARCODE,Parent Code
193354,"AGRA 430 Basin Insert, 0TH, NOF White Silk Matte","AGRA 425 Basin Insert, 0TH, NOF White Silk Matte",395,434.5,,https://pages.seima.com.au/images/obello-370.jpg,https://pages.seima.com.au/images/obello-370-diag.jpg,https://pages.seima.com.au/datasheets/obello-370-ds.pdf,9344008031217,
191428,"ARKO 001 Basin, Above 0T NOF White","ARKO 001 ceramic abovemount basin Classic round vessel basin, 430diax140H, no overflow, no tap hole 40mm wasteARKO 001 Basin Above White",350,385,https://seima.com.au/products/arko-001-ceramic-basin,https://pages.seima.com.au/images/arko-001.jpg,https://pages.seima.com.au/images/arko-001-diag.jpg,https://pages.seima.com.au/datasheets/arko-001-ds.pdf,9344008000381,
191436,"ARKO 008 Basin Above, 0T NOF White","ARKO 008 ceramic abovemount inset basin Classic inset vessel basin, 415diax75Hmm, no taphole, no overflow, 40mm wasteARKO 008 Basin Above White",350,385,https://seima.com.au/products/arko-008-ceramic-basin,https://pages.seima.com.au/images/arko-008.jpg,https://pages.seima.com.au/images/arko-008-diag.jpg,https://pages.seima.com.au/datasheets/arko-008-ds.pdf,9344008000473,
191453,"ARKO 018 Basin, Above 585W 0T NOF White","ARKO 018 ceramic abovemount basin Super-ellipse design, no taphole, no overflow, 585Wx390Dx140HmmARKO 018 Basin Above 585W White",350,385,https://seima.com.au/products/arko-018-ceramic-basin,https://pages.seima.com.au/images/arko-018.jpg,https://pages.seima.com.au/images/arko-018-diag.jpg,https://pages.seima.com.au/datasheets/arko-018-ds.pdf,9344008005461,
191462,"ARKO 027 Basin, Above 0T NOF Black Silk Matte","ARKO 027 Slimline above counter round ceramic basin with superfine rim in Silk Black. 400Dia x 120H mm, No taphole, No overflowARKO 027 Basin Above Black Matte",615,676.5,https://seima.com.au/products/arko-027-ceramic-basin-black-matte,https://pages.seima.com.au/images/arko-027-black.jpg,https://pages.seima.com.au/images/arko-027-diag.jpg,https://pages.seima.com.au/datasheets/arko-027-ds.pdf,9344008008059,
191461,"ARKO 027 Basin, Above 0T NOF White Gloss","ARKO 027 Slimline above counter round ceramic basin with superfine rim with Seima NanoGlaze™. 400Dia x 120H mm, No taphole, No overflowARKO 027 Basin Above White Gloss",500,550,https://seima.com.au/products/arko-027-ceramic-basin-white-gloss,https://pages.seima.com.au/images/arko-027-white-gloss.jpg,https://pages.seima.com.au/images/arko-027-diag.jpg,https://pages.seima.com.au/datasheets/arko-027-ds.pdf,9344008008042,
192022,ARKO 027 Basin Above 0T NOF White Silk Matte,"ARKO 027 Slimline above counter round Silk White ceramic basin with superfine rim. 400Dia x 120H mm, No taphole, No overflowARKO 027 Basin Above White Matte",615,676.5,https://seima.com.au/products/arko-027-ceramic-basin-white-matte,https://pages.seima.com.au/images/arko-027-white-silk.jpg,https://pages.seima.com.au/images/arko-027-diag.jpg,https://pages.seima.com.au/datasheets/arko-027-ds.pdf,9344008013190,
191327,ARKO 310 Basin Above Black Silk Matte 0T NOF,ARKO 310 Ceramic Basin. Above counter. Round. 310Dmm. Black. Silk Matte. 32mm Waste - not included.ARKO 310 Basin Above Black Matte,420,462,https://seima.com.au/products/arko-310-ceramic-basin-black-matte,https://pages.seima.com.au/images/arko-310-black-silk.jpg,https://pages.seima.com.au/images/arko-310-diag.jpg,https://pages.seima.com.au/datasheets/arko-310-ds.pdf,9344008012933,
191326,ARKO 310 Basin Above White Gloss 0T NOF,ARKO 310 Ceramic Basin. Above counter. Round. 310Dmm. White. Gloss. 32mm Waste - not included.ARKO 310 Basin Above White Gloss,355,390.5,https://seima.com.au/products/arko-310-ceramic-basin-white-gloss,https://pages.seima.com.au/images/arko-310-white-gloss.jpg,https://pages.seima.com.au/images/arko-310-diag.jpg,https://pages.seima.com.au/datasheets/arko-310-ds.pdf,9344008012926,
191858,ARKO 310 Basin Above White Silk Matte 0T NOF,ARKO 310 Ceramic Basin. Above counter. Round. 310Dmm. White. Matte. 32mm Waste - not included.ARKO 310 Basin Above White Matte,420,462,https://seima.com.au/products/arko-310-ceramic-basin-white-matte,https://pages.seima.com.au/images/arko-310-white-silk.jpg,https://pages.seima.com.au/images/arko-310-diag.jpg,https://pages.seima.com.au/datasheets/arko-310-ds.pdf,9344008012940,
191091,ARKO 360 Basin Black Silk Matte 0T NOF,ARKO 360 Ceramic Basin. Above counter. Round. 360Dx155Hmm. Black. Silk Matte. 32mm Waste - not included.ARKO 360 Basin Black Silk,430,473,https://seima.com.au/products/arko-360-ceramic-basin-black-matte,https://pages.seima.com.au/images/arko-360-black.jpg,https://pages.seima.com.au/images/arko-360-diag.jpg,https://pages.seima.com.au/datasheets/arko-360-ds.pdf,9344008011608,
191012,"ARKO 360 Basin White Silk Matte, 0T, NOF",ARKO 360 Ceramic Basin. Above counter. Round. 360Dx155Hmm. White. Silk Matte. 32mm Waste - not included.ARKO 360 Basin White Silk,430,473,https://seima.com.au/products/arko-360-ceramic-basin-white-matte,https://pages.seima.com.au/images/arko-360-white-silk.jpg,https://pages.seima.com.au/images/arko-360-diag.jpg,https://pages.seima.com.au/datasheets/arko-360-ds.pdf,9344008011493,
191006,"ARKO 355 Basin White, textured 0T, NOF","ARKO 355 Ceramic Basin. Above counter. Round. 355Dx115Hmm. Internal: White Gloss. External: White Texture.32mm Waste - not included.ARKO 355 Basin White, textured",580,638,https://seima.com.au/products/arko-355-ceramic-basin-white-texture,https://pages.seima.com.au/images/arko-355-white-texture.jpg,https://pages.seima.com.au/images/arko-355-diag.jpg,https://pages.seima.com.au/datasheets/arko-355-ds.pdf,9344008011455,
192207,"ARKO 355 Basin, 0T NOF Black&White Silk Matte",ARKO Ceramic Basin. Above counter. Round. 355Dx115Hmm. Black silk exterior with White silk matte interior. 32mm Waste - not included.,525,577.5,https://seima.com.au/products/arko-355-ceramic-basin-black-white-matte,https://pages.seima.com.au/images/arko-355-black-white-silk.jpg,https://pages.seima.com.au/images/arko-355-diag.jpg,https://pages.seima.com.au/datasheets/arko-355-ds.pdf,9344008017754,
191008,"ARKO 355 Basin, Black/Green, textured, 0T, NOF","ARKO 355 Ceramic Basin. Above counter. Round. 355Dx115Hmm. Internal: Black Silk Matte. External: Black, Green Texture. 32mm Waste - not included.ARKO 355 Basin, Black/Green, textured",580,638,https://seima.com.au/products/arko-355-ceramic-basin-black-texture,https://pages.seima.com.au/images/arko-355-black-texture.jpg,https://pages.seima.com.au/images/arko-355-diag.jpg,https://pages.seima.com.au/datasheets/arko-355-ds.pdf,9344008011462,
191009,"ARKO 355 Basin, White Silk, 0T, NOF","ARKO 355 Ceramic Basin. Above counter. Round. 355Dx115Hmm. White. Silk Matte. 32mm Waste - not included.ARKO 355 Basin, White Silk",525,577.5,https://seima.com.au/products/arko-355-ceramic-basin-white-matte,https://pages.seima.com.au/images/arko-355-white-silk.jpg,https://pages.seima.com.au/images/arko-355-diag.jpg,https://pages.seima.com.au/datasheets/arko-355-ds.pdf,9344008011479,
192626,"ARKO 356 Basin, 0T NOF semi-inset, Round 360 White Gloss","ARKO 356, Basin, semi-inset, Round 360 NO TAP HOLE no overflow",240,264,,https://pages.seima.com.au/images/arko-356.jpg,https://pages.seima.com.au/images/arko-356-diag.jpg,https://pages.seima.com.au/datasheets/arko-356-ds.pdf,9344008023755,
191010,"ARKO 515 Basin White Gloss, 0T, NOF",ARKO 515 Ceramic Basin. Above counter. Oval. 515x390x140Hmm. White. Gloss. 32mm Waste - not included.ARKO 515 Basin White,350,385,https://seima.com.au/products/arko-515-ceramic-basin,https://pages.seima.com.au/images/arko-515.jpg,https://pages.seima.com.au/images/arko-515-diag.jpg,https://pages.seima.com.au/datasheets/arko-515-ds.pdf,9344008011486,
192752,"ARKO 361 Ceramic Basin, 0T NOF White Gloss","ARKO 361 Ceramic Basin, White Gloss NO TAP HOLE no over flow",365,401.5,https://seima.com.au/products/arko-360-ceramic-basin-black-matte,https://pages.seima.com.au/images/arko-361-white-gloss.jpg,https://pages.seima.com.au/images/arko-361-diag.jpg,https://pages.seima.com.au/datasheets/arko-361-ds.pdf,9344008025131,
192753,"ARKO 361 Ceramic Basin, 0T NOF White Silk Matte","ARKO 361 Ceramic Basin, White Silk Matte NO TAP HOLE no overflow",420,462,https://seima.com.au/products/arko-360-ceramic-basin-black-matte,https://pages.seima.com.au/images/arko-361-white-matte.jpg,https://pages.seima.com.au/images/arko-361-diag.jpg,https://pages.seima.com.au/datasheets/arko-361-ds.pdf,9344008025148,
192754,"ARKO 361 Ceramic Basin, 0T NOF Black Silk Matte","ARKO 361 Basin, Black Matte",420,462,https://seima.com.au/products/arko-360-ceramic-basin-black-matte,https://pages.seima.com.au/images/arko-361-black.jpg,https://pages.seima.com.au/images/arko-361-diag.jpg,https://pages.seima.com.au/datasheets/arko-361-ds.pdf,9344008025155,
192628,"ARKO 605 Basin Inset, superellipse, 0T OF White Gloss","ARKO 605 Ceramic Basin Inset, superellipse, no tap hole slot over flow",330,363,,https://pages.seima.com.au/images/arko-605.jpg,https://pages.seima.com.au/images/arko-605-diag.jpg,https://pages.seima.com.au/datasheets/arko-605-ds.pdf,9344008023779,
191021,"ARKO 600 Basin White Gloss, 0T, NOF",ARKO 600 Ceramic Basin. Above counter. Ellipse. 600x415x155Hmm. White. Gloss. 32mm Waste - not included.ARKO 600 Basin White Gloss,355,390.5,https://seima.com.au/products/arko-600-ceramic-basin,https://pages.seima.com.au/images/arko-600.jpg,https://pages.seima.com.au/images/arko-600-diag.jpg,https://pages.seima.com.au/datasheets/arko-600-ds.pdf,9344008011547,
192075,"AURORA 380 Basin, Above 0T, NOF Rose Quartz Silk Matte",AURORA 380 Ceramic Basin. Above counter. Round Dish. Rose Quartz. Silk Matte. 32mm Waste - not included.,535,588.5,,https://pages.seima.com.au/images/aurora-380-rose-quartz.jpg,https://pages.seima.com.au/images/aurora-380-diag.jpg,https://pages.seima.com.au/datasheets/aurora-380-ds.pdf,9344008015545,
192076,"AURORA 380 Basin, Above 0T NOF Smoky Taupe Silk Matte",AURORA 380 Ceramic Basin. Above counter. Round Dish. Smoky Taupe. Silk Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-380-ceramic-basin-smoky-taupe,https://pages.seima.com.au/images/aurora-380-smoky-taupe.jpg,https://pages.seima.com.au/images/aurora-380-diag.jpg,https://pages.seima.com.au/datasheets/aurora-380-ds.pdf,9344008015552,
192077,"AURORA 380 Basin, Above 0T NOF Winter Sea Silk Matte",AURORA 380 Ceramic Basin. Above counter. Round Dish. Winter Sea. Silk Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-380-ceramic-basin-winter-sea,https://pages.seima.com.au/images/aurora-380-winter-sea.jpg,https://pages.seima.com.au/images/aurora-380-diag.jpg,https://pages.seima.com.au/datasheets/aurora-380-ds.pdf,9344008015569,
192074,"AURORA 380 Basin, Above 0T, NOF Black Silk Matte",AURORA 380 Ceramic Basin. Above counter. Round Dish. Black. Silk Matte. 32mm Waste - not included.,535,588.5,,https://pages.seima.com.au/images/aurora-380-black.jpg,https://pages.seima.com.au/images/aurora-380-diag.jpg,https://pages.seima.com.au/datasheets/aurora-380-ds.pdf,9344008015538,
192148,"AURORA 380 Basin Above, 0T NOF Forest Silk Matte",AURORA 380 Ceramic Basin. Above counter. Round Dish. Forest. Silk Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-380-ceramic-basin-forest,https://pages.seima.com.au/images/aurora-380-forest.jpg,https://pages.seima.com.au/images/aurora-380-diag.jpg,https://pages.seima.com.au/datasheets/aurora-380-ds.pdf,9344008015590,
192073,"AURORA 380 Basin, Above 0T, NOF White Silk Matte",AURORA 380 Ceramic Basin. Above counter. Round Dish. White. Silk Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-380-ceramic-basin-white-matte,https://pages.seima.com.au/images/aurora-380-white-silk.jpg,https://pages.seima.com.au/images/aurora-380-diag.jpg,https://pages.seima.com.au/datasheets/aurora-380-ds.pdf,9344008015521,
192072,"AURORA 380 Basin, Above 0T, NOF White Gloss",AURORA 380 Ceramic Basin. Above counter. Round Dish. White. Gloss. 32mm Waste - not included.,430,473,https://seima.com.au/products/aurora-380-ceramic-basin-white-gloss,https://pages.seima.com.au/images/aurora-380-white-gloss.jpg,https://pages.seima.com.au/images/aurora-380-diag.jpg,https://pages.seima.com.au/datasheets/aurora-380-ds.pdf,9344008015514,
192028,AURORA 385 Basin Above 0T NOF Rose Quartz Silk Matte,AURORA 385 Ceramic Basin. Above counter. Round. 385Dia x 120H mm. Rose Quartz. Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-385-ceramic-basin-rose-quartz,https://pages.seima.com.au/images/aurora-385-rose-quartz.jpg,https://pages.seima.com.au/images/aurora-385-diag.jpg,https://pages.seima.com.au/datasheets/aurora-385-ds.pdf,9344008013213,
192029,"AURORA 385 Basin, Above 0T NOF Smoky Taupe Silk Matte",AURORA 385 Ceramic Basin. Above counter. Round. 385Dia x 120H mm. Smoky Taupe. Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-385-ceramic-basin-smoky-taupe,https://pages.seima.com.au/images/aurora-385-smoky-taupe.jpg,https://pages.seima.com.au/images/aurora-385-diag.jpg,https://pages.seima.com.au/datasheets/aurora-385-ds.pdf,9344008013220,
192030,"AURORA 385 Basin, Above 0T NOF Winter Sea Silk Matte",AURORA 385 Ceramic Basin. Above counter. Round. 385Dia x 120H mm. Winter Sea. Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-385-ceramic-basin-winter-sea,https://pages.seima.com.au/images/aurora-385-winter-sea.jpg,https://pages.seima.com.au/images/aurora-385-diag.jpg,https://pages.seima.com.au/datasheets/aurora-385-ds.pdf,9344008013237,
192032,"AURORA 385 Basin, Above 0T NOF Black Silk Matte",AURORA 385 Ceramic Basin. Above counter. Round. 385Dia x 120H mm. Black. Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-385-ceramic-basin-black,https://pages.seima.com.au/images/aurora-385-black.jpg,https://pages.seima.com.au/images/aurora-385-diag.jpg,https://pages.seima.com.au/datasheets/aurora-385-ds.pdf,9344008013251,
192296,"AURORA 385 Basin Above, 0T NOF Forest Silk Matte",AURORA 385 Ceramic Basin. Above counter. Round. 385Dia x 120H mm. Forest. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-385-ceramic-basin-forest,https://pages.seima.com.au/images/aurora-385-forest.jpg,https://pages.seima.com.au/images/aurora-385-diag.jpg,https://pages.seima.com.au/datasheets/aurora-385-ds.pdf,9344008021171,
192031,"AURORA 385 Basin, Above 0T NOF White Silk Matte",AURORA 385 Ceramic Basin. Above counter. Round. 385Dia x 120H mm. White. Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-385-ceramic-basin-white-matte,https://pages.seima.com.au/images/aurora-385-white-silk.jpg,https://pages.seima.com.au/images/aurora-385-diag.jpg,https://pages.seima.com.au/datasheets/aurora-385-ds.pdf,9344008013244,
192034,"AURORA 385 Basin, Above 0T NOF White Gloss",AURORA 385 Ceramic Basin. Above counter. Round. 385Dia x 120H mm. White. Gloss. 32mm Waste - not included.,430,473,https://seima.com.au/products/aurora-385-ceramic-basin-white-gloss,https://pages.seima.com.au/images/aurora-385-white-gloss.jpg,https://pages.seima.com.au/images/aurora-385-diag.jpg,https://pages.seima.com.au/datasheets/aurora-385-ds.pdf,9344008013268,
192069,"AURORA 530 Basin, Above 0T NOF Rose Quartz Silk Matte",AURORA 530 Ceramic Basin. Above counter. Super Ellipse. Rose Quartz. Silk Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-530-ceramic-basin-rose-quartz,https://pages.seima.com.au/images/aurora-530-rose-quartz.jpg,https://pages.seima.com.au/images/aurora-530-diag.jpg,https://pages.seima.com.au/datasheets/aurora-530-ds.pdf,9344008015484,
192070,"AURORA 530 Basin, Above 0T, NOF Smoky Taupe Silk Matte",AURORA 530 Ceramic Basin. Above counter. Super Ellipse. Smoky Taupe. Silk Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-530-ceramic-basin-smoky-taupe,https://pages.seima.com.au/images/aurora-530-smoky-taupe.jpg,https://pages.seima.com.au/images/aurora-530-diag.jpg,https://pages.seima.com.au/datasheets/aurora-530-ds.pdf,9344008015491,
192071,"AURORA 530 Basin, Above 0T, NOF Winter Sea Silk Matte",AURORA 530 Ceramic Basin. Above counter. Super Ellipse. Winter Sea. Silk Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-530-ceramic-basin-winter-sea,https://pages.seima.com.au/images/aurora-530-winter-sea.jpg,https://pages.seima.com.au/images/aurora-530-diag.jpg,https://pages.seima.com.au/datasheets/aurora-530-ds.pdf,9344008015507,
192068,"AURORA 530 Basin, Above 0T NOF Black Silk Matte",AURORA 530 Ceramic Basin. Above counter. Super Ellipse. Black. Silk Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-380-ceramic-basin-black,https://pages.seima.com.au/images/aurora-530-black.jpg,https://pages.seima.com.au/images/aurora-530-diag.jpg,https://pages.seima.com.au/datasheets/aurora-530-ds.pdf,9344008015477,
192147,"AURORA 530 Basin, Above 0T NOF Forest Silk Matte",AURORA 530 Ceramic Basin. Above counter. Super Ellipse. Forest. Silk Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-530-ceramic-basin-forest,https://pages.seima.com.au/images/aurora-530-forest.jpg,https://pages.seima.com.au/images/aurora-530-diag.jpg,https://pages.seima.com.au/datasheets/aurora-530-ds.pdf,9344008015583,
192067,"AURORA 530 Basin, Above 0T NOF White Silk Matte",AURORA 530 Ceramic Basin. Above counter. Super Ellipse. White. Silk Matte. 32mm Waste - not included.,535,588.5,https://seima.com.au/products/aurora-530-ceramic-basin-white-matte,https://pages.seima.com.au/images/aurora-530-white-silk.jpg,https://pages.seima.com.au/images/aurora-530-diag.jpg,https://pages.seima.com.au/datasheets/aurora-530-ds.pdf,9344008015460,
192066,"AURORA 530 Basin Above, 0T NOF White Gloss",AURORA 530 Ceramic Basin. Above counter. Super Ellipse. White. Gloss. 32mm Waste - not included.,430,473,https://seima.com.au/products/aurora-530-ceramic-basin-white-gloss,https://pages.seima.com.au/images/aurora-530-white-gloss.jpg,https://pages.seima.com.au/images/aurora-530-diag.jpg,https://pages.seima.com.au/datasheets/aurora-530-ds.pdf,9344008015453,
191467,"CHIOS 201 Basin, Inset 1T OF White","Chios SBC-201 ceramic abovemount basin -- inset -- 1 taphole Classic oval inset basin, 515Wx435Dx12Hmm, overflow",115,126.5,https://seima.com.au/products/chios-201-ceramic-basin,https://pages.seima.com.au/images/chios-201.jpg,https://pages.seima.com.au/images/chios-201-diag.jpg,https://pages.seima.com.au/datasheets/chios-201-ds.pdf,9344008000602,
191468,"CHIOS 201 Basin, Inset 3T OF White",Chios SBC-201 -- 3 tapholes with over flow,130,143,https://seima.com.au/products/chios-201-ceramic-basin,https://pages.seima.com.au/images/chios-201.jpg,https://pages.seima.com.au/images/chios-201-diag.jpg,https://pages.seima.com.au/datasheets/chios-201-ds.pdf,9344008000619,
191476,"CHIOS 208 Basin, Inset 1T OF White","Kyra 208 ceramic abovemount inset basin, 1 taphole Classic square inset basin, 410Wx415Dx20Hmm, overflow, 32mm wasteCHIOS 208 Basin Inset White OF1T",240,264,https://seima.com.au/products/chios-208-ceramic-basin,https://pages.seima.com.au/images/chios-208.jpg,https://pages.seima.com.au/images/chios-208-diag.jpg,https://pages.seima.com.au/datasheets/chios-208-ds.pdf,9344008000695,
191478,"CHIOS 208 Basin, Inset 3T OF White","Kyra 208 ceramic abovemount inset basin, 3 taphole Classic square inset basin, 410Wx415Dx20Hmm, overflow, 32mm wasteCHIOS 208 Basin Inset White OF3T",265,291.5,https://seima.com.au/products/chios-208-ceramic-basin,https://pages.seima.com.au/images/chios-208.jpg,https://pages.seima.com.au/images/chios-208-diag.jpg,https://pages.seima.com.au/datasheets/chios-208-ds.pdf,9344008000701,
192622,"CLEO 365 Fluted Square Basin, 0T NOF White Gloss","CLEO 365 Fluted Square Basin, White Gloss NO TAP HOLE no overflow",290,319,,https://pages.seima.com.au/images/cleo-365.jpg,https://pages.seima.com.au/images/cleo-365-diag.jpg,https://pages.seima.com.au/datasheets/cleo-365-ds.pdf,9344008023717,
192623,"CLEO 365 Fluted square basin, 0T NOF White Silk Matte","CLEO 365 Fluted square basin, White Silk Matte NO TAP HOLE no over flow",420,462,,https://pages.seima.com.au/images/cleo-365.jpg,https://pages.seima.com.au/images/cleo-365-diag.jpg,https://pages.seima.com.au/datasheets/cleo-365-ds.pdf,9344008023724,
192620,"CLEO 400 Fluted round Basin, 0T NOF White Gloss","CLEO 400 Fluted round Basin, White Gloss NO TAP HOLE no overflow",290,319,,https://pages.seima.com.au/images/cleo-400.jpg,https://pages.seima.com.au/images/cleo-400-diag.jpg,https://pages.seima.com.au/datasheets/cleo-400-ds.pdf,9344008023694,
192621,"CLEO 400 Fluted round Basin, 0T NOF White Silk Matte","CLEO 400 Fluted round Basin, White Matte NO TAP HOLE no overflow",420,462,,https://pages.seima.com.au/images/cleo-400.jpg,https://pages.seima.com.au/images/cleo-400-diag.jpg,https://pages.seima.com.au/datasheets/cleo-400-ds.pdf,9344008023700,
